FEATURE_A,FEATURE_B,GROUP_A,GROUP_B,SOURCE_A,SOURCE_B,PAIR_STRUCTURE,STRUCTURAL_PAIR,PEARSON,PEARSON_STRENGTH,SPEARMAN,SPEARMAN_STRENGTH,ABS_PEARSON,ABS_SPEARMAN,PEARSON_MINUS_SPEARMAN,ABS_MAGNITUDE_DIFFERENCE,MAX_ABS_CORRELATION,POTENTIAL_REDUNDANCY
TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI_misc_pos,Frequency encoding with fallback,One-Hot encoding with ignore,TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.006063898061619159,Very weak or negligible,0.005946426726393252,Very weak or negligible,0.006063898061619159,0.005946426726393252,0.000117471335225907,0.000117471335225907,0.006063898061619159,False
TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI_personal_care,Frequency encoding with fallback,One-Hot encoding with ignore,TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0022963831409725643,Very weak or negligible,0.0007432365513163068,Very weak or negligible,0.0022963831409725643,0.0007432365513163068,0.0015531465896562575,0.0015531465896562575,0.0022963831409725643,False
TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI_shopping_net,Frequency encoding with fallback,One-Hot encoding with ignore,TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.013245560294273198,Very weak or negligible,0.013690200685857213,Very weak or negligible,0.013245560294273198,0.013690200685857213,-0.00044464039158401483,0.00044464039158401483,0.013690200685857213,False
TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI_shopping_pos,Frequency encoding with fallback,One-Hot encoding with ignore,TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.01077082081190837,Very weak or negligible,0.0096967170951345,Very weak or negligible,0.01077082081190837,0.0096967170951345,0.001074103716773871,0.001074103716773871,0.01077082081190837,False
TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI_travel,Frequency encoding with fallback,One-Hot encoding with ignore,TRANS_NUM_CARD_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.01940035151813102,Very weak or negligible,-0.019006448202994276,Very weak or negligible,0.01940035151813102,0.019006448202994276,-0.0003939033151367441,0.0003939033151367441,0.01940035151813102,False
SEND_NAME_FEWF,SEND_JOB_FEWF,Frequency encoding with fallback,Frequency encoding with fallback,SEND_NAME_FEWF,SEND_JOB_FEWF,Ordinary cross-feature relationship,False,0.34484233216906895,Moderate,0.35910155109897623,Moderate,0.34484233216906895,0.35910155109897623,-0.01425921892990728,0.01425921892990728,0.35910155109897623,False
SEND_NAME_FEWF,RECEIVE_LOC_FEWF,Frequency encoding with fallback,Frequency encoding with fallback,SEND_NAME_FEWF,RECEIVE_LOC_FEWF,Ordinary cross-feature relationship,False,-0.02081670355876957,Very weak or negligible,-0.01988048792591372,Very weak or negligible,0.02081670355876957,0.01988048792591372,-0.0009362156328558517,0.0009362156328558517,0.02081670355876957,False
SEND_NAME_FEWF,TRANS_MONTH_SIN,Frequency encoding with fallback,Cyclical sine/cosine,SEND_NAME_FEWF,TRANS_MONTH_SIN,Ordinary cross-feature relationship,False,0.000675919100849934,Very weak or negligible,0.0010165303853163922,Very weak or negligible,0.000675919100849934,0.0010165303853163922,-0.0003406112844664582,0.0003406112844664582,0.0010165303853163922,False
SEND_NAME_FEWF,TRANS_MONTH_COS,Frequency encoding with fallback,Cyclical sine/cosine,SEND_NAME_FEWF,TRANS_MONTH_COS,Ordinary cross-feature relationship,False,0.0006359719669979362,Very weak or negligible,0.000667161238629816,Very weak or negligible,0.0006359719669979362,0.000667161238629816,-3.118927163187979e-05,3.118927163187979e-05,0.000667161238629816,False
SEND_NAME_FEWF,TRANS_HOUR_SIN,Frequency encoding with fallback,Cyclical sine/cosine,SEND_NAME_FEWF,TRANS_HOUR_SIN,Ordinary cross-feature relationship,False,-0.11554114476154564,Weak,-0.11217299076549357,Weak,0.11554114476154564,0.11217299076549357,-0.003368153996052073,0.003368153996052073,0.11554114476154564,False
SEND_NAME_FEWF,TRANS_HOUR_COS,Frequency encoding with fallback,Cyclical sine/cosine,SEND_NAME_FEWF,TRANS_HOUR_COS,Ordinary cross-feature relationship,False,-0.005381673765859982,Very weak or negligible,-0.004894369848651004,Very weak or negligible,0.005381673765859982,0.004894369848651004,-0.0004873039172089786,0.0004873039172089786,0.005381673765859982,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Friday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0016043866360264097,Very weak or negligible,-0.0013554228125062264,Very weak or negligible,0.0016043866360264097,0.0013554228125062264,-0.0002489638235201833,0.0002489638235201833,0.0016043866360264097,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Monday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.001103965451809337,Very weak or negligible,0.0009955860968830672,Very weak or negligible,0.001103965451809337,0.0009955860968830672,0.00010837935492626983,0.00010837935492626983,0.001103965451809337,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Saturday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0007730945556770151,Very weak or negligible,-0.0005568220529383666,Very weak or negligible,0.0007730945556770151,0.0005568220529383666,-0.00021627250273864855,0.00021627250273864855,0.0007730945556770151,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Sunday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0058518419071733946,Very weak or negligible,0.005629070558957692,Very weak or negligible,0.0058518419071733946,0.005629070558957692,0.00022277134821570288,0.00022277134821570288,0.0058518419071733946,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Thursday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.003149071278347449,Very weak or negligible,-0.0030152534746618214,Very weak or negligible,0.003149071278347449,0.0030152534746618214,-0.00013381780368562765,0.00013381780368562765,0.003149071278347449,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Tuesday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0021487205300899895,Very weak or negligible,-0.0023499851274782885,Very weak or negligible,0.0021487205300899895,0.0023499851274782885,0.00020126459738829903,0.00020126459738829903,0.0023499851274782885,False
SEND_NAME_FEWF,TRANS_WEEK_OHEWI_Wednesday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0006079280606316911,Very weak or negligible,-0.0005960486549347778,Very weak or negligible,0.0006079280606316911,0.0005960486549347778,-1.1879405696913251e-05,1.1879405696913251e-05,0.0006079280606316911,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_entertainment,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.006767820741466936,Very weak or negligible,-0.007010118980031832,Very weak or negligible,0.006767820741466936,0.007010118980031832,0.00024229823856489544,0.00024229823856489544,0.007010118980031832,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_food_dining,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0021390438576521743,Very weak or negligible,0.0018387461966786775,Very weak or negligible,0.0021390438576521743,0.0018387461966786775,0.0003002976609734968,0.0003002976609734968,0.0021390438576521743,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_gas_transport,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.006815623187073011,Very weak or negligible,-0.0056426921122916885,Very weak or negligible,0.006815623187073011,0.0056426921122916885,-0.001172931074781323,0.001172931074781323,0.006815623187073011,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_grocery_net,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0409328962823772,Very weak or negligible,0.0402439693506863,Very weak or negligible,0.0409328962823772,0.0402439693506863,0.0006889269316909044,0.0006889269316909044,0.0409328962823772,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_grocery_pos,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.015626446020567026,Very weak or negligible,-0.015195230457860002,Very weak or negligible,0.015626446020567026,0.015195230457860002,-0.00043121556270702376,0.00043121556270702376,0.015626446020567026,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_health_fitness,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,8.524530850508445e-05,Very weak or negligible,0.0003998171525788,Very weak or negligible,8.524530850508445e-05,0.0003998171525788,-0.0003145718440737155,0.0003145718440737155,0.0003998171525788,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_home,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.011317261526464296,Very weak or negligible,-0.010956871439692045,Very weak or negligible,0.011317261526464296,0.010956871439692045,-0.0003603900867722512,0.0003603900867722512,0.011317261526464296,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_kids_pets,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.01077064318380146,Very weak or negligible,-0.011064774192098847,Very weak or negligible,0.01077064318380146,0.011064774192098847,0.00029413100829738664,0.00029413100829738664,0.011064774192098847,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_misc_net,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.009072728279695167,Very weak or negligible,0.009069919938300357,Very weak or negligible,0.009072728279695167,0.009069919938300357,2.8083413948099684e-06,2.8083413948099684e-06,0.009072728279695167,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_misc_pos,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.006082931821424097,Very weak or negligible,0.006018471028645408,Very weak or negligible,0.006082931821424097,0.006018471028645408,6.446079277868874e-05,6.446079277868874e-05,0.006082931821424097,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_personal_care,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0015094354873582741,Very weak or negligible,0.00031972724748551305,Very weak or negligible,0.0015094354873582741,0.00031972724748551305,0.001189708239872761,0.001189708239872761,0.0015094354873582741,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_shopping_net,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.012435665689326471,Very weak or negligible,0.013251805880649746,Very weak or negligible,0.012435665689326471,0.013251805880649746,-0.0008161401913232749,0.0008161401913232749,0.013251805880649746,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_shopping_pos,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.009799475003052867,Very weak or negligible,0.00906969472267352,Very weak or negligible,0.009799475003052867,0.00906969472267352,0.0007297802803793475,0.0007297802803793475,0.009799475003052867,False
SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI_travel,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_NAME_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.018562668994332027,Very weak or negligible,-0.018571238175764813,Very weak or negligible,0.018562668994332027,0.018571238175764813,8.5691814327854e-06,8.5691814327854e-06,0.018571238175764813,False
SEND_JOB_FEWF,RECEIVE_LOC_FEWF,Frequency encoding with fallback,Frequency encoding with fallback,SEND_JOB_FEWF,RECEIVE_LOC_FEWF,Ordinary cross-feature relationship,False,-0.0032463531675683104,Very weak or negligible,-0.0032606443835501956,Very weak or negligible,0.0032463531675683104,0.0032606443835501956,1.4291215981885198e-05,1.4291215981885198e-05,0.0032606443835501956,False
SEND_JOB_FEWF,TRANS_MONTH_SIN,Frequency encoding with fallback,Cyclical sine/cosine,SEND_JOB_FEWF,TRANS_MONTH_SIN,Ordinary cross-feature relationship,False,-0.0008328506233742696,Very weak or negligible,-0.0007801554459919343,Very weak or negligible,0.0008328506233742696,0.0007801554459919343,-5.269517738233534e-05,5.269517738233534e-05,0.0008328506233742696,False
SEND_JOB_FEWF,TRANS_MONTH_COS,Frequency encoding with fallback,Cyclical sine/cosine,SEND_JOB_FEWF,TRANS_MONTH_COS,Ordinary cross-feature relationship,False,-0.0005501933113962242,Very weak or negligible,-0.0004996950428689271,Very weak or negligible,0.0005501933113962242,0.0004996950428689271,-5.049826852729703e-05,5.049826852729703e-05,0.0005501933113962242,False
SEND_JOB_FEWF,TRANS_HOUR_SIN,Frequency encoding with fallback,Cyclical sine/cosine,SEND_JOB_FEWF,TRANS_HOUR_SIN,Ordinary cross-feature relationship,False,-0.03824642590219604,Very weak or negligible,-0.0373320690712164,Very weak or negligible,0.03824642590219604,0.0373320690712164,-0.0009143568309796374,0.0009143568309796374,0.03824642590219604,False
SEND_JOB_FEWF,TRANS_HOUR_COS,Frequency encoding with fallback,Cyclical sine/cosine,SEND_JOB_FEWF,TRANS_HOUR_COS,Ordinary cross-feature relationship,False,0.00024281528500113729,Very weak or negligible,0.0001411766550369147,Very weak or negligible,0.00024281528500113729,0.0001411766550369147,0.00010163862996422258,0.00010163862996422258,0.00024281528500113729,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Friday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.00018217327781844234,Very weak or negligible,-0.0009006841022895431,Very weak or negligible,0.00018217327781844234,0.0009006841022895431,0.0007185108244711007,0.0007185108244711007,0.0009006841022895431,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Monday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.00044930554607531994,Very weak or negligible,0.0008512074245570743,Very weak or negligible,0.00044930554607531994,0.0008512074245570743,-0.00040190187848175433,0.00040190187848175433,0.0008512074245570743,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Saturday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.00022981307976448347,Very weak or negligible,0.00011627693706751947,Very weak or negligible,0.00022981307976448347,0.00011627693706751947,-0.00034609001683200293,0.000113536142696964,0.00022981307976448347,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Sunday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.002933186070530482,Very weak or negligible,0.003659860618281236,Very weak or negligible,0.002933186070530482,0.003659860618281236,-0.0007266745477507541,0.0007266745477507541,0.003659860618281236,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Thursday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0014263463595947758,Very weak or negligible,-0.0019247935571623561,Very weak or negligible,0.0014263463595947758,0.0019247935571623561,0.0004984471975675803,0.0004984471975675803,0.0019247935571623561,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Tuesday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0010452962907399079,Very weak or negligible,-0.001271462841527292,Very weak or negligible,0.0010452962907399079,0.001271462841527292,0.0002261665507873841,0.0002261665507873841,0.001271462841527292,False
SEND_JOB_FEWF,TRANS_WEEK_OHEWI_Wednesday,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0012137707137245745,Very weak or negligible,-0.0015378950334931846,Very weak or negligible,0.0012137707137245745,0.0015378950334931846,0.0003241243197686101,0.0003241243197686101,0.0015378950334931846,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_entertainment,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0029263477581819995,Very weak or negligible,-0.002659338212536143,Very weak or negligible,0.0029263477581819995,0.002659338212536143,-0.00026700954564585653,0.00026700954564585653,0.0029263477581819995,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_food_dining,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0030371118422624142,Very weak or negligible,-0.00210309396375406,Very weak or negligible,0.0030371118422624142,0.00210309396375406,-0.0009340178785083543,0.0009340178785083543,0.0030371118422624142,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_gas_transport,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.00243026199755791,Very weak or negligible,0.0035295972811529384,Very weak or negligible,0.00243026199755791,0.0035295972811529384,-0.0010993352835950284,0.0010993352835950284,0.0035295972811529384,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_grocery_net,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.008519481528147448,Very weak or negligible,0.008726361895047077,Very weak or negligible,0.008519481528147448,0.008726361895047077,-0.0002068803668996283,0.0002068803668996283,0.008726361895047077,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_grocery_pos,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.005215193416828592,Very weak or negligible,-0.006444560856774736,Very weak or negligible,0.005215193416828592,0.006444560856774736,0.0012293674399461432,0.0012293674399461432,0.006444560856774736,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_health_fitness,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0011233611873947141,Very weak or negligible,0.0009662667411626769,Very weak or negligible,0.0011233611873947141,0.0009662667411626769,0.0001570944462320372,0.0001570944462320372,0.0011233611873947141,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_home,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0039042069939632276,Very weak or negligible,-0.004903288289998672,Very weak or negligible,0.0039042069939632276,0.004903288289998672,0.0009990812960354446,0.0009990812960354446,0.004903288289998672,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_kids_pets,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.001602803582531838,Very weak or negligible,-0.0018039568456337043,Very weak or negligible,0.001602803582531838,0.0018039568456337043,0.0002011532631018664,0.0002011532631018664,0.0018039568456337043,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_misc_net,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.004254367588808658,Very weak or negligible,0.004531669468240509,Very weak or negligible,0.004254367588808658,0.004531669468240509,-0.0002773018794318509,0.0002773018794318509,0.004531669468240509,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_misc_pos,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.002575483523433404,Very weak or negligible,-0.00230605807083509,Very weak or negligible,0.002575483523433404,0.00230605807083509,-0.0002694254525983141,0.0002694254525983141,0.002575483523433404,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_personal_care,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.001755258037093249,Very weak or negligible,0.002195279681925516,Very weak or negligible,0.001755258037093249,0.002195279681925516,-0.0004400216448322671,0.0004400216448322671,0.002195279681925516,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_shopping_net,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.006903462890945973,Very weak or negligible,0.006690510419845624,Very weak or negligible,0.006903462890945973,0.006690510419845624,0.00021295247110034946,0.00021295247110034946,0.006903462890945973,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_shopping_pos,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.00158584485851888,Very weak or negligible,0.0013234463435232075,Very weak or negligible,0.00158584485851888,0.0013234463435232075,0.00026239851499567247,0.00026239851499567247,0.00158584485851888,False
SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI_travel,Frequency encoding with fallback,One-Hot encoding with ignore,SEND_JOB_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.005390727031163125,Very weak or negligible,-0.0055932057865942415,Very weak or negligible,0.005390727031163125,0.0055932057865942415,0.00020247875543111683,0.00020247875543111683,0.0055932057865942415,False
RECEIVE_LOC_FEWF,TRANS_MONTH_SIN,Frequency encoding with fallback,Cyclical sine/cosine,RECEIVE_LOC_FEWF,TRANS_MONTH_SIN,Ordinary cross-feature relationship,False,0.0012491023217932656,Very weak or negligible,0.0016158108462295832,Very weak or negligible,0.0012491023217932656,0.0016158108462295832,-0.0003667085244363176,0.0003667085244363176,0.0016158108462295832,False
RECEIVE_LOC_FEWF,TRANS_MONTH_COS,Frequency encoding with fallback,Cyclical sine/cosine,RECEIVE_LOC_FEWF,TRANS_MONTH_COS,Ordinary cross-feature relationship,False,0.0006025173102175083,Very weak or negligible,0.0006479430987468078,Very weak or negligible,0.0006025173102175083,0.0006479430987468078,-4.542578852929956e-05,4.542578852929956e-05,0.0006479430987468078,False
RECEIVE_LOC_FEWF,TRANS_HOUR_SIN,Frequency encoding with fallback,Cyclical sine/cosine,RECEIVE_LOC_FEWF,TRANS_HOUR_SIN,Ordinary cross-feature relationship,False,0.09917859083817004,Very weak or negligible,0.19070971881934182,Weak,0.09917859083817004,0.19070971881934182,-0.09153112798117177,0.09153112798117177,0.19070971881934182,False
RECEIVE_LOC_FEWF,TRANS_HOUR_COS,Frequency encoding with fallback,Cyclical sine/cosine,RECEIVE_LOC_FEWF,TRANS_HOUR_COS,Ordinary cross-feature relationship,False,-0.0010000433818822573,Very weak or negligible,-0.00028275497596871255,Very weak or negligible,0.0010000433818822573,0.00028275497596871255,-0.0007172884059135447,0.0007172884059135447,0.0010000433818822573,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Friday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0030612983461049174,Very weak or negligible,0.003107366210482787,Very weak or negligible,0.0030612983461049174,0.003107366210482787,-4.6067864377869524e-05,4.6067864377869524e-05,0.003107366210482787,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Monday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0017472367071152339,Very weak or negligible,-0.0017086587697221155,Very weak or negligible,0.0017472367071152339,0.0017086587697221155,-3.857793739311835e-05,3.857793739311835e-05,0.0017472367071152339,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Saturday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0003089445180079632,Very weak or negligible,0.00033315510356530316,Very weak or negligible,0.0003089445180079632,0.00033315510356530316,-2.421058555733996e-05,2.421058555733996e-05,0.00033315510356530316,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Sunday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0013927084976848492,Very weak or negligible,-0.0018682980271689598,Very weak or negligible,0.0013927084976848492,0.0018682980271689598,0.00047558952948411064,0.00047558952948411064,0.0018682980271689598,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Thursday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,5.350798089250968e-05,Very weak or negligible,0.00030628000780327655,Very weak or negligible,5.350798089250968e-05,0.00030628000780327655,-0.00025277202691076687,0.00025277202691076687,0.00030628000780327655,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Tuesday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-4.149541995874681e-05,Very weak or negligible,8.678770490673942e-05,Very weak or negligible,4.149541995874681e-05,8.678770490673942e-05,-0.00012828312486548623,4.529228494799261e-05,8.678770490673942e-05,False
RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI_Wednesday,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0004974503306990412,Very weak or negligible,0.0005688967453224135,Very weak or negligible,0.0004974503306990412,0.0005688967453224135,-7.144641462337239e-05,7.144641462337239e-05,0.0005688967453224135,False
RECEIVE_LOC_FEWF,RECEIVE_CATEGORY_OHEWI_entertainment,Frequency encoding with fallback,One-Hot encoding with ignore,RECEIVE_LOC_FEWF,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.08906920506989344,Very weak or negligible,-0.09958298460022263,Very weak or negligible,0.08906920506989344,0.09958298460022263,0.010513779530329198,0.010513779530329198,0.09958298460022263,False
